review_text,fake_prob,new_fake_prob,new_real_prob,prob_difference
"I've been using these earbuds for 3 months and i have not faced any issues yet, except that they are a little big for my ears and hurts when used for long hours. The sound quality is good and the battery lasts long enough. So far im Satisfied with the product!",0.971447229385376,1.4501255236609722e-06,0.9999985694885254,-0.9714457792598523
Very good sound quality. It's easy to pair. The MFB is easy to receive calls or to operate your phone. Much recommended. Battery is quite good,0.9898782968521118,0.00014170601207297295,0.9998582601547241,-0.9897365908400388
Product is so good and comfortable.,0.8954157829284668,0.20186316967010498,0.798136830329895,-0.6935526132583618
Baat airdrop121 Gen2 is to good sound system and battery backup system good value for money,0.8229179382324219,1.6973432366285124e-06,0.9999983310699463,-0.8229162408891852
Very good and valu for money it latency is good and sound quality is better and is 70 hr batery backup tre and I need to charge once in 10 day,0.9670493602752686,2.0635245618905174e-06,0.9999979734420776,-0.9670472967507067
"I’ve been using, overall the music and movie sound is decent, clear and enjoyable. The battery life is ok. However, the mic quality is a letdown. it sometimes sounds muffled and It picks up a lot of background noise, and people on the other end often struggle to understand me. I even bought two pairs, and both had the same issue. Good for media, but not ideal for calls.",0.8104041814804077,3.885181740770349e-06,0.9999960660934448,-0.810400296298667
Quality in this price is good but I have minor issue while attending call... Otherwise bettery life and other thing's are good...,0.9583677053451538,3.103633844148135e-06,0.9999969005584717,-0.9583646017113097
Good product . Good sound . Good durability. Good battery backup,0.9519208073616028,0.2693750560283661,0.7306249141693115,-0.6825457513332367
Value for Money 💰 Good Product 😄,0.0005802587256766,0.1020030677318573,0.8979969620704651,0.1014228090061807
Very good product nice sound quality,0.972862720489502,0.03466567024588585,0.9653343558311462,-0.9381970502436161
Wouldn't call a very good but a decent one.,0.2466407269239425,0.09947974979877472,0.9005202054977417,-0.1471609771251678
Good packing and nice sound quality,0.967958688735962,0.002308765659108758,0.99769127368927,-0.9656499230768533
The product is good but the gen 1 last longer than gen 2. Connectivity is better and sound quality is good. Calling quality is smooth.,0.9522594809532166,3.123328724541352e-06,0.9999969005584717,-0.952256357624492
I also 9 month this product use have a not a issue but Lekin call ka time mein connect Hona Mushkil hota hai usko aur battery is a long lasting better than but charging to bonus slow very slow nahi just is slow sound quality better is good loud base Sabse Badi cheez happy year ka quality achha hai money waste Nahin Hua Shayad,0.9596787095069884,1.6074736777227372e-06,0.9999984502792358,-0.9596771020333107
"Great sound quality, value for money",0.9254027009010316,0.0016629318706691265,0.9983370304107666,-0.9237397690303625
It’s good for the price.,0.4420019388198852,0.0010814009001478553,0.9989186525344849,-0.44092053791973734
"I’ve been using boAt Airdopes for a while now, and honestly, they’re great for the price. The sound quality is impressive with good bass, which makes music and videos more enjoyable. The battery backup is decent and easily lasts through daily use. The design is comfortable and fits well in the ears, so you can wear them for long periods without any discomfort. Bluetooth connectivity is smooth, and pairing is quick. Overall, if you’re looking for budget-friendly wireless earbuds with good performance, boAt Airdopes are definitely worth it!",0.9874781370162964,1.4541333257511724e-06,0.9999985694885254,-0.9874766828829706
It’s a value for money product. I am happy with sound quality.,0.9678772687911988,0.009809186682105064,0.9901907444000244,-0.9580680821090938
This product is nice 👍👍 and good sound quality means overall nice in this price,0.9873074293136596,2.805350277412799e-06,0.9999971389770508,-0.9873046239633821
Good product To buy at this range,0.0054388367570936,8.537548274034634e-05,0.9999146461486816,-0.005353461274353254
"Alright everyone , please read this review carefully as it's 6 july 2025 today and on the 23rd of August 2025 , i will have spent 2 years using these awesome and marvellous earbuds... These have been 2 years of extreme , rigorous and very very careless usage and these earphones are still in prime condition, needless to add I'm an avid consumer of music ,l wear my earbuds almost all day long , I've worn them in the gym , while running , they've seen a lot of sweat , a lot of earwax , most of the days ,i fall asleep while wearing them and get up with them either under them or on the floor, I've been very very merciless with these earbuds , I have not used them ,I have exploited them, after allll of this , they're still in prime condition, the mic on these works extremely well, they charge pretty quickly , the box takes a little longer to get fully charged but it lasts for a long time , call quality, voice quality , everything is awesome , their response to your touch is also very durable and awesome , it happens ever so oftent that I'm in the gym and my phone is drenched in sweat and it's screen starts malfunctioning and as a result I can't take calls , but thanks to these earphones , even after all the sweat and moisture they respond to my touch instantly amd I'm able to take calls , in the gym, while driving, 2 wheelers , 4 wheelers , everything...you know I lost their charging box somewhere , so I purchased another set of the same earphones just for the box and im still using the old earbuds with the new box , I have dropped them quite roughly several times , one or two times I have thrown them away because I was angry due to some reason and they're still going one without an ounce of reduction in quality , this is why I'm calling them marvellous... After such rough and extreme usage , i just can't find any big noticable flaw in them.... But yes , I'll like to add that everything depreciates with time , after 2 years of usage , their batter life isn't as good as when they were new , but the sound quality ,the durability, it's still 90% of how it was when they were new...There may be some people who are extra extra critical and would say they give 4.6 to music , 3. Blah blah blah to sound , to bass , don't bother listening to nerds and wannabe tech gurus , go for it , best in class , marvel of engineering , this is gonna be one of those few purchases that youre gonna be proud of , over and out...",0.9788557887077332,1.6351795011360082e-06,0.9999983310699463,-0.978854153528232
"one of the best product bought buy me, in the starting i only had issue with the fitting of the earbuds in my ear as they were falling of but soon after they started fitting perfectly the sound quality is quite decent and battery life is also quite good overall this product is worth to buy and lives upto its expectation.",0.9800755977630616,2.079442992908298e-06,0.9999979734420776,-0.9800735183200687
"⭐⭐⭐⭐⭐ Absolutely Loving These Buds! A Great Buy! 🔥 I just picked up these OnePlus Nord Buds 3r from Amazon, and I'm very impressed. Here’s a quick breakdown to help you decide! 👇 ✨ Design & Comfort • Case: Feels incredibly sturdy & premium in hand. Sleek finish! 👌 • Buds: Super lightweight and stylish. 💎 • Fit: Extremely comfortable, I can wear them for hours without any pain. 😌 📱 Amazing App Integration (HeyMelody) • Official Support: Yes, it works seamlessly with the 'HeyMelody' app! 🎉 • Features: You can easily customize touch controls, check precise battery levels, and manage EQ settings for the perfect sound. 🎧 So convenient! 🎮 A Note on Gaming Mode • While most things are perfect, the Gaming Mode has a tiny bit of latency. 🤏 • If you are a very serious gamer, you might notice a very minor sound lag during fast-paced games. For movies and music, it’s flawless! 🎬🎶 💰 Final Verdict • Overall, this is a top-tier product with a high-quality feel. 🏆 • If you want sleek design + great app support, this is a perfect choice! Highly recommended. ✅",0.0036409809254109,1.6456408502563136e-06,0.9999983310699463,-0.0036393352845606438
I have been using the Apple airpods all this while. I opted these as a backup which will do the job in case i loose airpods somewhere. But it turned out to be so good. Its sturdy and gets connected without a glitch to multiple devices at the same time. Making things easier. Now i prefer using these for all purpose.,0.983178973197937,3.9934807318786625e-06,0.9999960660934448,-0.9831749797172051
"I recently bought the OnePlus Nord Buds 3R, and I’m honestly super impressed! The design looks fantastic, and the color gives it a really premium feel. It fits perfectly in my ears, so I can wear it comfortably for long hours without any discomfort. The sound quality is amazing with clear vocals and good bass, making music and calls enjoyable. The battery life is another big highlight — it easily lasts a long time without needing frequent charging, which is very convenient. Overall, it’s a great product for the price. Stylish, comfortable, and powerful — definitely worth buying!",0.986200213432312,2.039580976997968e-06,0.9999979734420776,-0.986198173851335
"Pros: 1. They are light weight and Pocket Friendly. 2. Good Sound Quality along with their Heavy Bass Tuning. 3. Good for Outdoor Listening and Good Fit in Ear Earbuds. 4. Good Battery Backup in this Price Range. 5. Advanced Features present like Find My Buds, Presets, App Support, Google Fast Pair, Dual Pair. Cons: 1. They are light weight but still might feel little uncomfortable for some. 2. Not having LDAC, Hi res Audio. 3. No Active Noice Cancellation available despite some Alternative Brands Providing The ANC. 4. No Charging Cable in the Box. 5. They might not be fully Functional with all the Features in devices other than Oppo, OnePlus, Realme. Overall if you want an Earbuds with good Sound Quality, Battery Backup, You Use Oneplus, Oppo, Realme devices and you Don't Really want ANC, then it is a Go to Product in this Price Range.",0.9522807598114014,3.3006635931087658e-06,0.9999966621398926,-0.9522774591478083
"I own a airpods pro 3 and a Sony xm5. These buds cost less than 2000. The sound is excellent. Battery is excellent. Can connect two devices at the same time. Amazing battery like. Just goes to show how much some products are over charged. Call quality is really good. Fit in the ear is good with the provided tips. This is something which will endure the wear and tear for everyday use. Buy one of these , throw it into your bag and use them. You will not regret. I have a apple iPhone 17, galaxy s25 ultra and m2 iPad pro along with an m5 mac air.",0.9836020469665528,1.71522481196007e-06,0.9999983310699463,-0.9836003317417409
"I am sharing my honest review after using these earbuds for one week. Previously, I used the boAt Nirvana Ion, so my comparison is based on that experience. Pros: The sound quality is good. Battery backup / playback time is also good. The build quality feels solid and premium. Fit perfectly in ears not loose at all. Cons: These earbuds do not have an ear-detection sensor. Because of this, I have to manually pause the music before removing the earbuds from my ears. This feature was available in the Nirvana Ion and was very useful. The Bluetooth connectivity range seems weak. After moving just 4–5 steps away from the phone, the music starts glitching or disconnecting. This was not an issue with the Nirvana Ion—even from two rooms away, it stayed connected.",0.9689539074897766,1.2887750244772178e-06,0.9999986886978149,-0.9689526187147521
"The sound, out of the box, is slightly muddy. Use heyMelody app to customise it according to your preferences. It connects quickly without lag. Touch controls are fast and work well, however you have to turn on ""single tap to play/pause"" (from HeyMelody) to use the single tap feature. Sturdy design. Premium premium feel. Top condition, great sound. Base is fine, unless tuned. Pretty solid battery. I used leaf buds X614, boAt airdopes 141, boAt airdopes atom and quite more tws. This one is best so far. Cancels out outside noise even without any ANC.",0.8933430910110474,2.0339209640951594e-06,0.9999979734420776,-0.8933410570900833
"Balanced and good bass for music lover and also even in bass ,vocals are totally clear means they are also good for study lectures and for every thing....some things like ANC, in ear detection missing and also it required one plus phone for 3d spatial audio and for translation..but still its good sound quality with good built quality......👍🏻👌🏻i choosed this one over realme t200 for good bass.....",0.980585277080536,2.8733375074807554e-06,0.9999971389770508,-0.9805824037430285
"Generally satisfied. Good quality, long battery life. No noise cancellation - I was aware of that before buying but just be aware, in case it's important for you. I may be not using/configuring it right - but I often have to manually connect after removing from the case. I have paired with my phone, laptop, ipad and TV. If TV and iPad are switched off/not in the range, I expected automatic connection to phone (since 2 devices can be connected) but doesn't always connect.",0.9070667028427124,1.9077860997640528e-06,0.9999980926513672,-0.9070647950566126
"மிக நன்றாக இருந்தது The battery lasts a long time and charges instantly, very useful and good value for moneyThe battery lasts a long time and charges instantly, very useful and good value for money",0.5706019401550293,0.7209802865982056,0.27901968359947205,0.15037834644317627
"Good item, good quality, and value for money. I purchased another brand before this , but I returned it two times after that I purchased this one and I feel very good and the connectivity also good.",0.9075663089752196,1.8419355001242366e-06,0.9999982118606567,-0.9075644670397195
"OnePlus Nord Buds 3r TWS Earbuds Review (After 1 Week of Use) I’ve been using the OnePlus Nord Buds 3r for about a week now, and I’m really happy with how they’ve performed so far. For the price, these earbuds offer great value and deliver a smooth overall experience. Design and Comfort The design of the Nord Buds 3r is clean, minimal, and stylish. I have the black version, and the matte finish gives it a premium look. The charging case is compact and fits easily in my pocket. The earbuds themselves are lightweight and sit comfortably in the ears. I’ve used them for long sessions—both while listening to music and watching videos—and I haven’t felt any discomfort or pain. The ear tips fit snugly and help with passive noise isolation, which is great when using them in public or noisy environments. Sound Quality The sound quality is surprisingly good for a budget TWS. The bass is punchy, which makes songs sound lively, but it doesn’t overpower the vocals or instruments. Mids and highs are also clear and detailed. Whether I’m listening to music, podcasts, or watching YouTube, the sound is enjoyable. Of course, it’s not at the level of premium earbuds, but for daily use, it’s more than enough. You also get some EQ options through the HeyMelody app, which lets you tweak the sound slightly based on your preference. Battery Life Battery life is one of the strong points of these earbuds. I’ve used them for around 7 to 8 hours on a single charge, and the charging case adds more than 20 extra hours. That’s more than enough for my daily use. The fast charging is also super —a quick 10-minute charge gives me about 2 hours of playback, which is great when I’m in a rush. Connectivity Pairing the Nord Buds 3r with my phone was simple and fast. They use Bluetooth 5.3, which provides a stable connection. I haven’t had any dropouts or lag while watching videos or during voice calls. The auto-connect feature works well too—just open the case and they connect to the last paired device quickly. Calls and Noise Isolation While these earbuds don’t have active noise cancellation (ANC), the in-ear design helps block out some outside noise naturally. I’ve taken a few calls using them, and the microphone quality is decent. People on the other end said they could hear me clearly, even when I was walking outside. Water Resistance These earbuds come with an IPX4 rating, which means they can handle sweat and light splashes. I’ve used them during a light workout, and they performed without any issues. Final Thoughts After using the OnePlus Nord Buds 3r for a week, I can say they’re a great option in the budget segment. They’re comfortable, sound good, last long, and are easy to use. If you’re looking for affordable wireless earbuds for music, calls, and daily use, these are definitely worth considering. They may not have high-end features, but they get the basics right—and that’s what matters most.",0.0702353715896606,0.006586185656487942,0.9934138655662537,-0.06364918593317266
"Nice Sound quality, missing anc, it has passive noise cancellation but it's not that good, battery backup better than many at this price range, connectivity is fast and as soon as I open the box it's connected",0.9630053639411926,6.9957472987880465e-06,0.9999929666519165,-0.9629983681938938
"Good sound, good build quality and fits well in ears. But no charging cable includes in the box and the LED indicator on case doesn't show battery percentage status.",0.9484611749649048,3.3818475912994472e-06,0.9999966621398926,-0.9484577931173135
Its good product but need to recharge before use.,0.759544849395752,1.2623933798749931e-05,0.9999873638153076,-0.7595322254619532
Sounds quality is Good and fast connectivity.,0.9575299620628356,9.220075298799202e-06,0.9999908208847046,-0.9575207419875368
Very good product it's most durable and best sound quality nize battery backup it's also compatible with oppo also,0.9883710741996764,2.0929937818436883e-06,0.9999978542327881,-0.9883689812058946
Posting this after using them for around 2-3 months. Call quality is good. Sound is good. Battery backup for case and for buds is also good. Giving 1 star less because of the issue with order placement and delay in order.,0.9678072929382324,2.8116980956838233e-06,0.9999971389770508,-0.9678044812401367
Earbuds achhe hai... build quality sahi hai aur buds achhe se ears me fit ho jate hai....all good But product ke sath data cable nahi hai. Sound quality iss too good.. Not sure about battery life.... abhi use karenge to batayenge,0.8790571093559265,2.4318012492585694e-06,0.999997615814209,-0.8790546775546773
It's not working now. Is there any replacement policy in warranty period?,0.6178975701332092,2.0420022792677628e-06,0.9999979734420776,-0.61789552813093
"The OnePlus Nord Buds 3r is a highly-rated, budget-friendly choice for those who prioritize long-lasting battery and durability. It offers a nice product experience with a refreshed matte design that is both stylish and functional",0.9558345079421996,0.016809698194265366,0.9831902980804443,-0.9390248097479342
Enc is required as per price range overall good product and battery backup is good with easy connectivity,0.9512994289398192,1.8159903447667602e-06,0.9999982118606567,-0.9512976129494745
Bluetooth se call receive nahin ho raha hai,0.7330998182296753,0.03837652504444122,0.96162348985672,-0.6947232931852341
"The product itself is reliable; however, the packaging was not proper. The inner box was also found open, which is concerning. Kindly ensure better packaging in the future.",0.4468418061733246,3.842021214950364e-06,0.9999961853027344,-0.44683796415210963
"Great product. Battery backup is fantastic, sound is very good. Only one issue with full volume you can hear it from outside, anyone sitting next to you can easily hear what you're listening 🤣 I personally hate that. Overall good but pls keep the volume under 60-70%.",0.9243614673614502,2.9466898467944702e-06,0.9999970197677612,-0.9243585206716034
You get 3 sound modes which is really . Superb sound quality & really long battery life.,0.9773591160774232,1.3389156947596348e-06,0.9999986886978149,-0.9773577771617284
"So I've been using the older OnePlus Buds Z2 for a while and was searching for something cheaper with good sound quality. Surprisingly these buds provide a good sound quality than the Buds Z2 and The Soundstage is phenomenal which I didn't expect from a sub 2k Bluetooth Earphones also I'm a Musician with critical ears. One thing that drove me nuts is the choice of using 44.1khz AAC instead of 48khz not that it matters in a bluetooth earphones. I can understand the choice for battery life. It lasts for more than 1 week on a full charge for my usage and earbuds itself easily lasts more than 7 hours with 60% to 70% volume for music listening and calls. Passive noise cancellation is not at all good and you'll be cranking up the volume a lot outdoors so the battery mileage would vary a lot. Didn't have any problems with call quality and microphone indoors a slight degradation will be seen outdoors. The range is not great with the sound breaking at 6 to 8 feet from the buds even in a big room with no interference. The App Has support for changing Predefined EQ ('Serenade' sounds great for me), Game Mode (not recommended for gaming even after turning on game mode) and to change tap behaviour good for the price.",0.9734453558921814,2.3312916255235905e-06,0.999997615814209,-0.9734430246005559
"Seedhi baat no bakwas, accha hai har mamle me",0.2372077852487564,0.09136050194501877,0.9086394906044006,-0.14584728330373764
Nice compair to other in this budget,0.7623380422592163,2.8542892323457636e-05,0.9999715089797974,-0.7623094993668929
Good product for price kinda delicate should get a case for the main case just in case,0.9510948657989502,6.537942226714222e-06,0.9999934434890747,-0.9510883278567235
"Must Buy for sound & bass . I use 30 to 40 min best sound and bass, best Build Quality There is only one problem that the company is not providing you any cable in this which can be charged, rest everything should be the best, the box is also very compact and strong and the buds are also strong, I had used Bolt Y1 earlier, it is better than that and according to me it is the best in the price segment. I don't understand anything about touch controls, play/pause etc. I don't know, the functions are not simple, they just happen fast.",0.7208083868026733,1.3616316891784663e-06,0.9999986886978149,-0.7208070251709842
Too bass heavy but can be managed with the apps eq,0.719659149646759,1.7623488020035438e-06,0.9999982118606567,-0.719657387297957
"*Non-Biased review, read full and make your decision* Size ordered: 43 Inches Price for which I bought: 23,262(Credit Card Discount Included) (For fitting of TV you have to contact LG by yourself, the installation is free you have to show the amazon invoice) In-Box: TV, HDMI Cable, Stand Legs, Screws and Some Paper Work Pros: - Really premium finish and build quality - Smooth UI - Best picture quality and colors under 30-35K range(Trust me) - Really good speakers - A reliable and good performing processor Cons: - Not mentioned whether IPS or VA(my unit is IPS I guess) - Nothing else, everything worked fine for me (Will update if I find some issues in future) Review: So the room where the TV is fitted is a living room, not too big not too small. The first impressions of TV were outstanding I mean the price that you are paying for the TV is clearly justified. Upgrading from smaller 32 inches TV the upgrade was kinda huge for me and I was stunned to see the 4K picture quality for first time. Earlier I had a Sony Bravia TV and according to me sony gives the best picture quality a TV can give, but LG changed my mind. In just a few years the quality has improved drastically. The blacks are really good even in an IPS panel. Again I am not sure what panel it is, it's just and estimate. The speakers are clearly more than enough for me. Like on full volume my floor sorts of vibrate, and I don't even have to bother about a sound bar anymore. The SD channels, the quality they provide are really surprising. The upscaling has improved a lot and I can say you can enjoy SD channels on this TV too. And for HD channels, I don't have much to say but ""AMAZING"". Earlier I was leaning towards other 43 inches TV's of Hisense and Acer, but spending some extra money to get LG was totally worth it. Other alternatives: Samsung Crystal 4k Series but I prefer LG after it's performance. Totally recommend, you can buy this product.",0.126072958111763,2.3863697151682572e-06,0.999997615814209,-0.12607057174204783
Very nice tv. value for money. Hood picture quality. satisfied with the product,0.9571526050567628,0.07358073443174362,0.9264192581176758,-0.8835718706250192
"Magic remote is missing. Not sure anyone from seller or Amazon listening. No body cares - No one bothered to tell why I have not sent the magic remote or when will I receive any. Thinking of returning the TV which is otherwise a very good product. Delivery is awesome! It deserves 5 stars. For 55 UA82, magic remote is part of standard accessories and clearly mentioned in the product description. Checked with LG and they confirmed that all UA82 are packed with magic remote. So where is it? Why wasnt it part of package? Can anyone from Seller/ Amazon please arrange and send the magic remote? Delivery OTP was based on received remote and there was no way remote can be made visible because of opaque packaging. Delivery boy showed TV and the remote in package and didnt allow tearing up remote package! So if the intention was to hide this before delivery Amazon/ Seller are smartly achieving this! At what cost? - Trust of your loyal customer base, if Amazon/ Seller is listening! People reading this - please be careful - Pros: 1. Awesome delivery 2. LG’s quality and assurance of the product 3. Plenty of ports, HDMI, eARC, ethernet, USB 4. Proprietary WebOS - truly different and useful - please give it time to be accustomed if not familiar already 5. Airplay - what a relief! Only iPhone users know - how important this single functionality is! 6. Wifi connection is smooth! It hooked to my dual band router like a breeze! 7. eARC enabled HD audio out to my home theatre! 8. Dolby Atmos surely a great feature add! 9. Gen8 processor, surely a boost, remains under the bonnet though Cons: 1. the product descriptions in Amazon are misleading for this item and in most cases. Amazon is aware of this and clearly lots to improve here. 2. Price is above competition 3. Magic remote and basic stand are missing from the pack. Without these, its actually overpriced. 4. Installation process is simple but not exactly as smooth as google tv. One might feel bit alien at the beginning 5. Airplay and Bluetooth are patchy! Not smooth! Software or some other issue - need to figure out! May be #LG can help! 6. Dolby Atmos - not sure if thats good enough with built in speaker! But with external audio system and eARC - this is easily a Pro! 7. Amazon Freedom sale is not really a sale where you get an item, you have been eying for at an attractive price! Beware, about processing fees, fine print about offer - like upto 4000 - you dont see them until you go deep into offer details! Actually, I ended up paying lot more than what was on offer at the product page 8. Amazon has started monopolising its market positioning - now it puts additional charges such as matket place charge, offer processing fee and dont know what not. May be this is better one way - now we are seeing what all we are paying for! Then whats the value we get for Prime membership! Overall, product is nice to have, price could have been better and seller could have documented product description with clarity and no ambiguity.",0.1595802456140518,2.379386160100694e-06,0.999997615814209,-0.1595778662278917
It was a best deal in lg this tv Colors are very bright especially the dark colours more vibrant i purchased 55inch tv anyone interst in lg company go and buy u will definitely love it thank you lg and amazon,0.204938068985939,2.4980904527183156e-06,0.9999974966049194,-0.20493557089548628
It's been more than 3 years and suddenly the picture stopped working and the LG technician came and said it would cost 35k for the display. Which is around 75% of the cost of the tv cuz I bought for 50k. Then he did something by directly connecting directly in the motherboard bypassing 1 connector which was fried. So these things are built to last only a few cycles and years and you have to buy a new one. Anyways now the display is working but there is a noticeable blur or some kind of distortion which is not visible at all from a distance and nobody can notice that. It's basically like new now. And all the other stuff works. Usage wise the UI is a bit slow but very good compared to other android Tvs I used. LG webOS is one of the best in segment.,0.885716438293457,2.6119635094801197e-06,0.9999973773956299,-0.8857138263299476
"Product is good. The quality of Remote control of tv is not same which I expected. Magic remote should be served with this model. So, I'm a little disappointed.",0.937670886516571,1.7997767827182543e-06,0.9999982118606567,-0.9376690867397883
"For those who are reading this.. this not entirely a product review. Let me guide you through the entire process of my agony. I ordered this item on 8/10/23 and it cost me 23,262.05/- (after offers on no cost EMI). The item was delivered on 13/10/2023. The delivery was prompt and they informed us that technician from LG will call us for installation. Since no one called, so I called back to LG from the contact info provided in Amazon app and booked an installation request on 14/10/2023. The personnel from LG came on 15/10/2023 and when he checked the item (by simply connecting it to power), it was found to be defective because the screen was not switching ON. I tried to return/replace the item on 15/10/23 itself. But only available option was to book a technician. So, I booked a technician (for 17/10/2023, because that was the nearest date available) and I also called customer care to request replacement and they advised me to wait for technician to check. Technician completed the service by evening of 17th (after again reminding through customer care). After 48 hours (which is the standard waiting period for some reason!!!) there was no response from Amazon regarding return/replace. So, I contacted customer care on 19/10/2023. The customer agent concurred that the technician also agrees that the item is defective and said that only return was possible for that item and that he has initiated the return and that within 48 hours someone will come for pick up. But nothing of the sort was updated in the App. I again waited for 48 hours but no one called or came. Then I again contacted customer care on 21/10/2023, and the agent told me that no return has been initiated. At this point I was fed up. They have blatantly lied to a customer on a recorded call. Then this new agent initiated a return which was scheduled for 24/10/2023. The pick up could not happen on 24th because we were not available at home and I again had to call customer care. The agent rescheduled my pick up to 27/10/2023. Then on 25/10/2023 I received a call from pick up agent that he will arrive in 30mins for pick up of TV. He arrived, checked everything and went off with the item. It should be noted that completion of pick-up was not updated in the app which I specifically asked him to update. I raised the same issue with customer care and they told it will be updated within 24 hrs. Then at 3:00pm in the evening the pick-up guy called me stating that the serial no. was not matching and the he cannot complete return. He had checked everything before pick up and now they are saying that details are not matching. I was naturally furious. I denied to accept it back, but he (pick up guy) started threatening that if I don't take it back I will not get refund. Then today morning (26/10/2023) he re-delivered the item to me and took photos (the usual procedure) and went. He was also not clearly explaining why the return failed. All he is saying is that he is acting as per his supervisors orders. Then, I again called customer care informing them of this issue. The agent cross-checked the serial no. and said that all details are matching and that it is a mistake on the part of delivery agent. Now the pick up is scheduled for tomorrow (27/10/2023). Only God knows how many hurdles I have to cross to get my genuine refund. My only advice to whoever is reading this is, Amazon is a very good platform to purchase products as long as they are working. If you end up receiving a defective piece, you will definitely lose your peace of mind because of their conduct.",0.465155690908432,2.004497218877077e-06,0.9999979734420776,-0.46515368641121313
